Time(s),CTSresistance,PatientWeight(kg),HeartRate(1/min),HeartStrokeVolume(mL),BloodVolume(L),ExtravascularFluidVolume(L),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,TidalVolume(mL),TotalLungVolume(L),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),TranspulmonaryPressure(cmH2O),RespiratoryExchangeRatio,CoreTemperature(degC),SkinTemperature(degC),GlomerularFiltrationRate(mL/min),RenalBloodFlow(L/min),UrineProductionRate(mL/min),LeftAfferentArterioleResistance(mmHg_min/mL),RightAfferentArterioleResistance(mmHg_min/mL),OxygenConsumptionRate(mL/min),CarbonDioxideProductionRate(mL/min),LeftAlveoli-Pressure(cmH2O),LeftAlveoli-Oxygen-PartialPressure(mmHg),LeftAlveoli-CarbonDioxide-PartialPressure(mmHg),RightAlveoli-Pressure(cmH2O),RightAlveoli-Oxygen-PartialPressure(mmHg),RightAlveoli-CarbonDioxide-PartialPressure(mmHg),Trachea-Oxygen-PartialPressure(cmH2O),Trachea-CarbonDioxide-PartialPressure(cmH2O),Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg),VenaCava-Oxygen-PartialPressure(mmHg),VenaCava-CarbonDioxide-PartialPressure(mmHg),RightTubules-Sodium-Concentration(g/L),LeftTubules-Sodium-Concentration(g/L),Oxygen-AlveolarTransfer(mL/s),CarbonDioxide-AlveolarTransfer(mL/s),Epinephrine-BloodConcentration(ug/L),LiverGlycogen(g),MuscleGlycogen(g),NeuromuscularBlockLevel,SedationLevel,LeftEyePupillaryResponse-SizeModifier,LeftEyePupillaryResponse-ReactivityModifier,RightEyePupillaryResponse-SizeModifier,RightEyePupillaryResponse-ReactivityModifier,Aorta-Prednisone-Concentration(ug/L),VenaCava-Prednisone-Concentration(ug/L),BoneVasculature-Prednisone-Concentration(ug/L),BrainVasculature-Prednisone-Concentration(ug/L),FatVasculature-Prednisone-Concentration(ug/L),GutVasculature-Prednisone-Concentration(ug/L),LeftKidneyVasculature-Prednisone-Concentration(ug/L),LeftLungVasculature-Prednisone-Concentration(ug/L),LiverVasculature-Prednisone-Concentration(ug/L),MuscleVasculature-Prednisone-Concentration(ug/L),MyocardiumVasculature-Prednisone-Concentration(ug/L),RightKidneyVasculature-Prednisone-Concentration(ug/L),RightLungVasculature-Prednisone-Concentration(ug/L),SkinVasculature-Prednisone-Concentration(ug/L),SpleenVasculature-Prednisone-Concentration(ug/L),BoneTissueExtracellular-Prednisone-Concentration(ug/L),BrainTissueExtracellular-Prednisone-Concentration(ug/L),FatTissueExtracellular-Prednisone-Concentration(ug/L),GutTissueExtracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueExtracellular-Prednisone-Concentration(ug/L),LeftLungTissueExtracellular-Prednisone-Concentration(ug/L),LiverTissueExtracellular-Prednisone-Concentration(ug/L),MuscleTissueExtracellular-Prednisone-Concentration(ug/L),MyocardiumTissueExtracellular-Prednisone-Concentration(ug/L),RightKidneyTissueExtracellular-Prednisone-Concentration(ug/L),RightLungTissueExtracellular-Prednisone-Concentration(ug/L),SkinTissueExtracellular-Prednisone-Concentration(ug/L),SpleenTissueExtracellular-Prednisone-Concentration(ug/L),BoneTissueIntracellular-Prednisone-Concentration(ug/L),BrainTissueIntracellular-Prednisone-Concentration(ug/L),FatTissueIntracellular-Prednisone-Concentration(ug/L),GutTissueIntracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueIntracellular-Prednisone-Concentration(ug/L),LeftLungTissueIntracellular-Prednisone-Concentration(ug/L),LiverTissueIntracellular-Prednisone-Concentration(ug/L),MuscleTissueIntracellular-Prednisone-Concentration(ug/L),MyocardiumTissueIntracellular-Prednisone-Concentration(ug/L),RightKidneyTissueIntracellular-Prednisone-Concentration(ug/L),RightLungTissueIntracellular-Prednisone-Concentration(ug/L),SkinTissueIntracellular-Prednisone-Concentration(ug/L),SpleenTissueIntracellular-Prednisone-Concentration(ug/L),Prednisone-PlasmaConcentration(ug/L),Prednisone-EffectSiteConcentration(ug/mL),Prednisone-SystemicMassCleared(ug),Prednisone-MassInBody(ug),Prednisone-LeftKidneyTissue-PartitionCoefficient,Prednisone-RightKidneyTissue-PartitionCoefficient,Prednisone-BrainTissue-PartitionCoefficient,Prednisone-RightLungTissue-PartitionCoefficient,Prednisone-LeftLungTissue-PartitionCoefficient,Prednisone-LiverTissue-PartitionCoefficient,Prednisone-BoneTissue-PartitionCoefficient,Prednisone-FatTissue-PartitionCoefficient,Prednisone-SkinTissue-PartitionCoefficient,Prednisone-MuscleTissue-PartitionCoefficient,Prednisone-SpleenTissue-PartitionCoefficient,Prednisone-GutTissue-PartitionCoefficient,Prednisone-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Prednisone-MassCleared(ug),LeftKidneyTissueIntracellular-Prednisone-MassCleared(ug),RightKidneyTissueIntracellular-Prednisone-MassCleared(ug),LiverTissueIntracellular-Prednisone-MassExcreted(ug)
395.28,0,77.6,72.18,80.7,5.55,34.4,77.5,95.9,115,74.4,5.82,846,3.90,6.40,17.14,0.980,0.029,549,3.06,0.0433,8.03,7.29,0.877,36.2,31.0,85,0.88,0.401,0.0367,0.0367,281.521,263.504,1033,118,38.0,1033,119,37.7,217,0.4,93.9,39.7,35.7,44.8,2.00,2.00,3.67,-4.43,0.029837,117,592.06,0,0,0.000,0,0.000,0,834.4624,813.6540,537.2296,955.8495,507.7166,999.3205,608.6389,824.5662,993.5170,576.9222,952.8335,608.6389,824.0820,726.9563,978.8358,0,0,0,0,0,0,0,0,0,0,0,0,0,483.6959,1636.9397,4778.9954,2050.4814,683.1476,919.7930,1212.2237,242.5704,1247.2802,683.1476,919.0515,1577.7976,1361.8996,953.578220,0.953578,1343.88,16972.82,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.20,452.51,452.51,0
395.30,0,77.6,72.18,80.7,5.55,34.4,76.4,95.9,115,74.4,5.82,846,3.90,6.40,17.14,0.980,0.029,549,3.06,0.0433,8.03,7.33,0.877,36.2,31.0,83,0.86,0.359,0.0367,0.0367,281.521,263.504,1033,118,37.9,1033,119,37.6,217,0.4,93.9,39.7,35.7,44.8,2.00,2.00,3.70,-3.84,0.029825,117,592.06,0,0,0.000,0,0.000,0,834.4624,813.6306,537.2203,955.7970,507.7078,999.2955,608.6072,824.5661,993.4914,576.9146,952.8084,608.6072,824.0817,726.9486,978.8092,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7047,1636.9040,4779.0800,2050.4269,683.0889,919.7930,1212.1798,242.5741,1247.2430,683.0889,919.0512,1577.8107,1361.8588,953.554162,0.953554,1343.91,16972.72,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.24,452.53,452.53,0
395.32,0,77.6,72.18,80.7,5.55,34.4,75.3,95.9,115,74.4,5.82,846,3.90,6.40,17.14,0.980,0.029,549,3.07,0.0433,8.03,7.37,0.877,36.2,31.0,81,0.85,0.317,0.0367,0.0367,281.521,263.504,1033,118,37.9,1033,119,37.6,217,0.4,93.9,39.7,35.7,44.8,2.00,2.00,3.56,-4.31,0.029812,117,592.06,0,0,0.000,0,0.000,0,834.4624,813.6071,537.2111,955.7438,507.6992,999.2712,608.5759,824.5584,993.4664,576.9071,952.7839,608.5759,824.0742,726.9410,978.7832,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7132,1636.8690,4779.1625,2050.3737,683.0285,919.7804,1212.1359,242.5777,1247.2068,683.0285,919.0383,1577.8237,1361.8191,953.530481,0.953530,1343.94,16972.62,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.29,452.54,452.54,0
395.34,0,77.6,72.19,80.7,5.55,34.4,74.4,95.9,115,74.4,5.82,846,3.91,6.40,17.14,0.980,0.029,549,3.08,0.0433,8.03,7.41,0.877,36.2,31.0,79,0.84,0.281,0.0367,0.0367,281.521,263.504,1033,118,37.8,1033,119,37.5,217,0.4,93.9,39.7,35.7,44.8,2.01,2.01,3.64,-3.78,0.029799,117,592.06,0,0,0.000,0,0.000,0,834.4600,813.5836,537.2021,955.6901,507.6908,999.2474,608.5467,824.5182,993.4418,576.8998,952.7599,608.5467,824.0362,726.9336,978.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7216,1636.8346,4779.2432,2050.3217,682.9668,919.7097,1212.0921,242.5812,1247.1713,682.9668,918.9702,1577.8364,1361.7802,953.507753,0.953508,1343.98,16972.52,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.33,452.55,452.55,0
395.36,0,77.6,72.19,80.7,5.55,34.4,77.5,95.9,115,74.4,5.82,846,3.91,6.40,17.14,0.980,0.029,549,3.09,0.0433,8.03,7.45,0.877,36.2,31.0,84,0.89,0.371,0.0367,0.0367,281.521,263.504,1033,118,37.8,1033,119,37.4,217,0.4,93.9,39.7,35.7,44.8,2.01,2.01,3.66,-4.40,0.029787,117,592.06,0,0,0.000,0,0.000,0,834.3747,813.5598,537.1925,955.6373,507.6817,999.2218,608.5780,824.4550,993.4156,576.8920,952.7341,608.5780,823.9765,726.9257,978.7305,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7306,1636.8004,4779.3298,2050.2658,682.9173,919.5962,1212.0482,242.5850,1247.1332,682.9173,918.8609,1577.8498,1361.7384,953.487959,0.953488,1344.01,16972.42,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.37,452.56,452.56,0
395.38,0,77.6,72.19,80.7,5.55,34.4,82.8,95.9,115,74.4,5.82,846,3.92,6.40,17.14,0.980,0.029,549,3.10,0.0433,8.03,7.48,0.877,36.2,31.0,94,0.97,0.557,0.0367,0.0367,281.521,263.504,1033,118,37.7,1033,119,37.4,217,0.4,93.9,39.7,35.7,44.8,2.01,2.01,3.99,-4.07,0.029778,117,592.06,0,0,0.000,0,0.000,0,834.2461,813.5353,537.1817,955.5870,507.6715,999.1930,608.6485,824.3795,993.3864,576.8832,952.7050,608.6485,823.9051,726.9171,978.6998,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7406,1636.7658,4779.4268,2050.2031,682.8811,919.4585,1212.0042,242.5891,1247.0907,682.8811,918.7286,1577.8642,1361.6915,953.468431,0.953468,1344.05,16972.32,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.41,452.57,452.57,0
395.40,0,77.6,72.19,80.7,5.55,34.4,88.9,95.9,115,74.4,5.82,846,3.92,6.40,17.14,0.980,0.029,549,3.10,0.0433,8.03,7.52,0.877,36.2,31.0,106,1.05,0.788,0.0367,0.0367,281.521,263.504,1033,118,37.7,1033,119,37.3,217,0.4,93.9,39.7,35.7,44.8,2.01,2.01,4.20,-4.83,0.029771,117,592.06,0,0,0.000,0,0.000,0,834.1056,813.5101,537.1696,955.5410,507.6600,999.1607,608.7349,824.3006,993.3540,576.8732,952.6723,608.7349,823.8303,726.9077,978.6652,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7519,1636.7301,4779.5357,2050.1327,682.8573,919.3143,1211.9602,242.5938,1247.0430,682.8574,918.5896,1577.8798,1361.6388,953.447471,0.953447,1344.08,16972.22,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.45,452.59,452.59,0
395.42,0,77.6,72.19,80.7,5.55,34.4,94.9,95.9,115,74.4,5.82,846,3.93,6.40,17.14,0.980,0.029,549,3.11,0.0433,8.03,7.55,0.877,36.2,31.0,117,1.13,1.024,0.0367,0.0367,281.521,263.504,1033,118,37.6,1033,119,37.3,217,0.4,93.9,39.7,35.7,44.8,2.01,2.01,4.62,-4.57,0.029769,117,592.06,0,0,0.000,0,0.000,0,833.9715,813.4840,537.1562,955.5004,507.6471,999.1247,608.8193,824.2251,993.3183,576.8622,952.6359,608.8193,823.7585,726.8974,978.6268,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7643,1636.6928,4779.6562,2050.0546,682.8440,919.1762,1211.9161,242.5990,1246.9902,682.8440,918.4562,1577.8966,1361.5804,953.424093,0.953424,1344.12,16972.11,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.50,452.60,452.60,0
395.44,0,77.6,72.19,80.7,5.55,34.4,100.2,95.9,115,74.4,5.82,846,3.93,6.40,17.14,0.980,0.029,549,3.12,0.0433,8.03,7.59,0.877,36.2,31.0,128,1.19,1.240,0.0367,0.0367,281.521,263.504,1033,118,37.6,1033,119,37.3,217,0.4,93.9,39.7,35.7,44.8,2.01,2.01,4.83,-5.34,0.029770,117,592.06,0,0,0.000,0,0.000,0,833.8527,813.4572,537.1417,955.4659,507.6331,999.0856,608.8912,824.1569,993.2797,576.8501,952.5964,608.8912,823.6933,726.8864,978.5851,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7778,1636.6538,4779.7870,2049.9697,682.8390,919.0523,1211.8720,242.6046,1246.9330,682.8390,918.3360,1577.9144,1361.5169,953.397917,0.953398,1344.15,16972.01,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.54,452.61,452.61,0
395.46,0,77.6,72.19,80.7,5.55,34.4,104.6,95.9,115,74.4,5.82,846,3.94,6.40,17.14,0.980,0.029,549,3.12,0.0433,8.03,7.62,0.877,36.2,31.0,136,1.24,1.423,0.0367,0.0367,281.521,263.504,1033,118,37.5,1033,119,37.2,217,0.4,93.9,39.7,35.7,44.8,2.01,2.01,5.19,-5.03,0.029774,117,592.06,0,0,0.000,0,0.000,0,833.7515,813.4297,537.1261,955.4376,507.6181,999.0439,608.9457,824.0978,993.2387,576.8373,952.5541,608.9457,823.6366,726.8748,978.5405,0,0,0,0,0,0,0,0,0,0,0,0,0,483.7922,1636.6127,4779.9265,2049.8793,682.8401,918.9459,1211.8278,242.6106,1246.8721,682.8401,918.2323,1577.9330,1361.4492,953.368992,0.953369,1344.18,16971.91,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.58,452.62,452.62,0
395.48,0,77.6,72.19,80.7,5.55,34.4,108.1,95.9,115,74.4,5.82,846,3.94,6.40,17.14,0.980,0.029,549,3.13,0.0433,8.03,7.65,0.877,36.2,31.0,143,1.28,1.569,0.0367,0.0367,281.521,263.504,1033,118,37.5,1033,119,37.2,217,0.4,93.9,39.7,35.7,44.8,2.00,2.00,5.33,-5.72,0.029781,117,592.06,0,0,0.000,0,0.000,0,833.6671,813.4018,537.1099,955.4153,507.6023,999.0001,608.9817,824.0483,993.1958,576.8238,952.5097,608.9817,823.5889,726.8627,978.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,483.8073,1636.5696,4780.0726,2049.7844,682.8455,918.8574,1211.7836,242.6169,1246.8083,682.8455,918.1455,1577.9524,1361.3782,953.337630,0.953338,1344.22,16971.81,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.62,452.63,452.63,0
395.50,0,77.6,72.19,80.7,5.55,34.4,110.7,95.9,115,74.4,5.82,846,3.95,6.40,17.14,0.980,0.029,549,3.14,0.0433,8.03,7.68,0.877,36.2,31.0,149,1.31,1.681,0.0367,0.0367,281.521,263.504,1033,118,37.5,1033,119,37.1,217,0.4,93.9,39.7,35.7,44.8,2.00,2.00,5.58,-5.34,0.029790,117,592.06,0,0,0.000,0,0.000,0,833.5972,813.3734,537.0930,955.3985,507.5860,998.9548,609.0007,824.0078,993.1515,576.8098,952.4638,609.0007,823.5495,726.8502,978.4453,0,0,0,0,0,0,0,0,0,0,0,0,0,483.8228,1636.5246,4780.2239,2049.6862,682.8539,918.7857,1211.7393,242.6233,1246.7423,682.8539,918.0745,1577.9722,1361.3048,953.304262,0.953304,1344.25,16971.71,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.67,452.65,452.65,0
395.52,0,77.6,72.19,80.7,5.55,34.4,112.6,95.9,115,74.4,5.82,846,3.95,6.40,17.14,0.980,0.029,549,3.14,0.0433,8.03,7.71,0.877,36.2,31.0,152,1.33,1.762,0.0367,0.0367,281.521,263.504,1033,118,37.5,1033,119,37.1,217,0.4,93.9,39.7,35.7,44.8,2.00,2.00,5.61,-5.94,0.029800,117,592.06,0,0,0.000,0,0.000,0,833.5393,813.3448,537.0758,955.3865,507.5693,998.9084,609.0050,823.9752,993.1063,576.7954,952.4168,609.0050,823.5175,726.8374,978.3957,0,0,0,0,0,0,0,0,0,0,0,0,0,483.8388,1636.4779,4780.3787,2049.5857,682.8640,918.7284,1211.6951,242.6300,1246.6748,682.8640,918.0172,1577.9924,1361.2296,953.269341,0.953269,1344.29,16971.61,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.71,452.66,452.66,0
395.54,0,77.6,72.19,80.7,5.55,34.4,113.8,95.9,115,74.4,5.82,846,3.96,6.40,17.14,0.980,0.029,549,3.15,0.0433,8.03,7.74,0.877,36.2,31.0,155,1.34,1.816,0.0367,0.0367,281.521,263.504,1033,118,37.4,1033,119,37.1,217,0.4,93.9,39.7,35.7,44.8,2.00,2.00,5.77,-5.47,0.029811,117,592.06,0,0,0.000,0,0.000,0,833.4912,813.3161,537.0582,955.3784,507.5523,998.8612,608.9973,823.9493,993.0603,576.7809,952.3691,608.9973,823.4917,726.8245,978.3454,0,0,0,0,0,0,0,0,0,0,0,0,0,483.8549,1636.4295,4780.5358,2049.4837,682.8749,918.6831,1211.6508,242.6367,1246.6063,682.8750,917.9713,1578.0129,1361.1532,953.233286,0.953233,1344.32,16971.51,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.75,452.67,452.67,0
395.56,0,77.6,72.19,80.7,5.55,34.4,114.5,95.9,115,74.4,5.82,846,3.96,6.40,17.14,0.980,0.029,549,3.15,0.0433,8.03,7.76,0.877,36.2,31.0,156,1.34,1.849,0.0367,0.0367,281.521,263.504,1033,118,37.4,1033,119,37.1,217,0.4,93.9,39.8,35.7,44.8,2.00,2.00,5.71,-5.71,0.029823,117,592.06,0,0,0.000,0,0.000,0,833.4507,813.2874,537.0406,955.3733,507.5351,998.8137,608.9800,823.9287,993.0141,576.7662,952.3210,608.9800,823.4711,726.8115,978.2946,0,0,0,0,0,0,0,0,0,0,0,0,0,483.8712,1636.3798,4780.6944,2049.3808,682.8860,918.6475,1211.6064,242.6435,1246.5372,682.8861,917.9347,1578.0334,1361.0762,953.196459,0.953196,1344.36,16971.41,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.79,452.68,452.68,0
395.58,0,77.6,72.19,80.7,5.55,34.4,114.8,95.9,115,74.4,5.82,846,3.97,6.40,17.14,0.980,0.029,549,3.15,0.0433,8.03,7.74,0.877,36.2,31.0,157,1.35,1.865,0.0367,0.0367,281.521,263.504,1034,118,37.4,1034,119,37.1,216,1.0,93.9,39.8,35.7,44.8,2.00,2.00,5.79,-4.66,0.029835,117,592.06,0,0,0.000,0,0.000,0,833.4164,813.2587,537.0229,955.3705,507.5179,998.7660,608.9555,823.9124,992.9676,576.7514,952.2728,608.9555,823.4544,726.7985,978.2437,0,0,0,0,0,0,0,0,0,0,0,0,0,483.8876,1636.3290,4780.8534,2049.2775,682.8968,918.6195,1211.5621,242.6503,1246.4679,682.8968,917.9053,1578.0541,1360.9989,953.159157,0.953159,1344.39,16971.31,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.84,452.69,452.69,0
395.60,0,77.6,72.19,80.7,5.55,34.4,114.8,95.9,115,74.4,5.82,846,3.97,6.40,17.14,0.980,0.029,549,3.14,0.0433,8.03,7.69,0.877,36.2,31.0,157,1.34,1.866,0.0367,0.0367,281.521,263.504,1034,119,37.5,1034,119,37.2,215,2.3,93.9,39.8,35.7,44.8,2.00,2.00,5.66,-5.03,0.029848,117,592.06,0,0,0.000,0,0.000,0,833.3872,813.2301,537.0052,955.3692,507.5007,998.7184,608.9252,823.8995,992.9212,576.7367,952.2247,608.9252,823.4411,726.7854,978.1928,0,0,0,0,0,0,0,0,0,0,0,0,0,483.9040,1636.2773,4781.0124,2049.1743,682.9066,918.5976,1211.5178,242.6571,1246.3986,682.9066,917.8817,1578.0747,1360.9216,953.121615,0.953122,1344.42,16971.21,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.88,452.71,452.71,0
395.62,0,77.6,72.19,80.7,5.55,34.4,114.4,95.9,115,74.4,5.82,846,3.98,6.40,17.14,0.980,0.029,549,3.12,0.0433,8.03,7.61,0.877,36.2,31.0,156,1.34,1.855,0.0367,0.0367,281.521,263.504,1034,118,37.5,1034,119,37.2,213,4.3,93.9,39.8,35.7,44.8,2.00,2.00,5.69,-4.47,0.029860,117,592.06,0,0,0.000,0,0.000,0,833.3628,813.2017,536.9875,955.3686,507.4836,998.6710,608.8899,823.8895,992.8751,576.7221,952.1769,608.8899,823.4304,726.7725,978.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,483.9203,1636.2248,4781.1707,2049.0716,682.9151,918.5806,1211.4735,242.6638,1246.3297,682.9151,917.8630,1578.0952,1360.8447,953.084018,0.953084,1344.46,16971.11,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.92,452.72,452.72,0
395.64,0,77.6,72.19,80.7,5.55,34.4,113.6,95.9,115,74.4,5.82,846,3.99,6.40,17.14,0.980,0.029,549,3.10,0.0433,8.03,7.52,0.877,36.2,31.0,155,1.33,1.827,0.0367,0.0367,281.521,263.504,1034,119,37.6,1034,119,37.2,210,6.8,93.9,39.8,35.7,44.8,2.00,2.00,5.54,-4.95,0.029871,117,592.06,0,0,0.000,0,0.000,0,833.3448,813.1736,536.9701,955.3679,507.4667,998.6241,608.8482,823.8823,992.8293,576.7076,952.1296,608.8482,823.4225,726.7596,978.0920,0,0,0,0,0,0,0,0,0,0,0,0,0,483.9364,1636.1719,4781.3275,2048.9698,682.9213,918.5688,1211.4291,242.6705,1246.2615,682.9213,917.8492,1578.1156,1360.7686,953.046520,0.953047,1344.49,16971.01,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,816.96,452.73,452.73,0
395.66,0,77.6,72.19,80.7,5.55,34.4,112.0,95.9,115,74.4,5.82,846,3.99,6.40,17.14,0.980,0.029,549,3.08,0.0433,8.03,7.42,0.877,36.2,31.0,152,1.30,1.771,0.0367,0.0367,281.521,263.504,1035,118,37.6,1035,119,37.2,207,9.5,93.9,39.8,35.7,44.8,2.00,2.00,5.55,-4.38,0.029882,117,592.06,0,0,0.000,0,0.000,0,833.3387,813.1458,536.9530,955.3665,507.4501,998.5782,608.7944,823.8792,992.7845,576.6934,952.0833,608.7944,823.4184,726.7470,978.0430,0,0,0,0,0,0,0,0,0,0,0,0,0,483.9522,1636.1188,4781.4810,2048.8702,682.9230,918.5641,1211.3848,242.6771,1246.1946,682.9230,917.8422,1578.1357,1360.6941,953.009283,0.953009,1344.53,16970.90,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.01,452.74,452.74,0
395.68,0,77.6,72.19,80.7,5.55,34.4,110.0,95.9,115,74.4,5.82,846,4.00,6.40,17.14,0.980,0.029,549,3.06,0.0433,8.03,7.31,0.877,36.2,31.0,148,1.28,1.696,0.0367,0.0367,281.521,263.504,1035,118,37.7,1035,119,37.3,204,12.4,93.9,39.8,35.7,44.8,2.00,2.00,5.36,-4.84,0.029892,117,592.06,0,0,0.000,0,0.000,0,833.3387,813.1184,536.9363,955.3635,507.4340,998.5335,608.7346,823.8796,992.7408,576.6796,952.0384,608.7346,823.4177,726.7347,977.9952,0,0,0,0,0,0,0,0,0,0,0,0,0,483.9676,1636.0658,4781.6307,2048.7731,682.9204,918.5641,1211.3405,242.6835,1246.1294,682.9204,917.8411,1578.1554,1360.6214,952.972569,0.952973,1344.56,16970.80,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.05,452.75,452.75,0
395.70,0,77.6,72.19,80.7,5.55,34.4,108.1,95.9,115,74.4,5.82,846,4.00,6.40,17.14,0.980,0.029,549,3.03,0.0433,8.03,7.19,0.877,36.2,31.0,144,1.25,1.620,0.0367,0.0367,281.521,263.504,1035,118,37.6,1035,119,37.3,201,15.2,93.9,39.8,35.7,44.8,2.00,2.00,5.34,-4.23,0.029900,117,592.06,0,0,0.000,0,0.000,0,833.3387,813.0914,536.9201,955.3584,507.4183,998.4900,608.6760,823.8799,992.6981,576.6662,951.9946,608.6760,823.4171,726.7226,977.9487,0,0,0,0,0,0,0,0,0,0,0,0,0,483.9826,1636.0131,4781.7767,2048.6785,682.9143,918.5641,1211.2963,242.6898,1246.0659,682.9143,917.8400,1578.1747,1360.5506,952.936563,0.952937,1344.59,16970.70,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.09,452.77,452.77,0
395.72,0,77.6,72.19,80.7,5.55,34.4,106.2,95.9,115,74.4,5.82,846,4.01,6.40,17.14,0.980,0.029,549,3.01,0.0433,8.03,7.07,0.877,36.2,31.0,140,1.23,1.545,0.0367,0.0367,281.521,263.504,1035,118,37.7,1035,119,37.4,198,18.0,93.9,39.8,35.7,44.8,2.00,2.00,5.14,-4.68,0.029908,117,592.06,0,0,0.000,0,0.000,0,833.3387,813.0649,536.9043,955.3508,507.4030,998.4476,608.6194,823.8802,992.6565,576.6531,951.9520,608.6194,823.4164,726.7108,977.9034,0,0,0,0,0,0,0,0,0,0,0,0,0,483.9973,1635.9608,4781.9189,2048.5863,682.9049,918.5642,1211.2520,242.6958,1246.0040,682.9050,917.8389,1578.1936,1360.4816,952.901415,0.952901,1344.63,16970.60,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,817.13,452.78,452.78,0
